     2.218      -1.317448
     2.234      -1.534146
     2.250      -1.751349
     2.266      -1.969002
     2.282      -2.187055
     2.298      -2.405453
     2.314      -2.624146
     2.330      -2.843079
     2.346      -3.062201
     2.362      -3.281459
     2.378      -3.500800
     2.394      -3.720173
     2.410      -3.939523
     2.426      -4.158800
     2.442      -4.377949
     2.458      -4.596920
     2.474      -4.815658
     2.490      -5.034111
     2.506      -5.252228
     2.522      -5.469955
     2.538      -5.687240
     2.554      -5.904030
     2.570      -6.120273
     2.586      -6.335915
     2.602      -6.550906
     2.618      -6.765191
     2.634      -6.978719
     2.650      -7.191436
     2.666      -7.403291
     2.682      -7.614231
     2.698      -7.824203
     2.714      -8.033154
     2.730      -8.241032
     2.746      -8.447785
     2.762      -8.653360
     2.778      -8.857704
     2.794      -9.060765
     2.810      -9.262490
     2.826      -9.462827
     2.842      -9.661723
     2.858      -9.859125
     2.874     -10.054981
     2.890     -10.249239
     2.906     -10.441846
     2.922     -10.632748
     2.938     -10.821895
     2.954     -11.009233
     2.970     -11.194709
     2.986     -11.378271
     3.002     -11.559867
     3.018     -11.739443
     3.034     -11.916948
     3.050     -12.092329
     3.066     -12.265533
     3.082     -12.436507
     3.098     -12.605200
     3.114     -12.771558
     3.130     -12.935529
     3.146     -13.097060
     3.162     -13.256099
     3.178     -13.412594
     3.194     -13.566491
     3.210     -13.717738
     3.226     -13.866283
     3.242     -14.012072
     3.258     -14.155055
     3.274     -14.295177
     3.290     -14.432386
     3.306     -14.566630
     3.322     -14.697856
     3.338     -14.826012
     3.354     -14.951045
     3.370     -15.072903
     3.386     -15.191532
     3.402     -15.306880
     3.418     -15.418896
     3.434     -15.527526
     3.450     -15.632717
     3.466     -15.734417
     3.482     -15.832574
     3.498     -15.927135
     3.514     -16.018048
     3.530     -16.105259
     3.546     -16.188716
     3.562     -16.268368
     3.578     -16.344160
     3.594     -16.416041
     3.610     -16.483958
     3.626     -16.547858
     3.642     -16.607690
     3.658     -16.663399
     3.674     -16.714935
     3.690     -16.762243
     3.706     -16.805273
     3.722     -16.843970
     3.738     -16.878283
     3.754     -16.908159
     3.770     -16.933545
     3.786     -16.954389
     3.802     -16.970638
     3.818     -16.982240
     3.834     -16.989143
     3.850     -16.991292
     3.866     -16.988637
     3.882     -16.981124
     3.898     -16.968701
     3.914     -16.951315
     3.930     -16.928915
     3.946     -16.901446
     3.962     -16.868857
     3.978     -16.831095
